Model,RMSE,MAE,R2,MAPE
Benchmark,87.39438069909173,45.111111111111114,0.9246890437568269,2.542355738284994
ARIMA,561.1478929696201,519.5441047521291,-2.10488712675467,32.86967822390904
Existing RF,654.791653420299,585.5588888888889,-3.227634305269028,37.681634329202026
Extended RF,584.4224775841152,523.025,-2.367789710807681,33.64702969634212
