Model,RMSE,MAE,R2,MAPE
Benchmark,5560.113338340823,3469.27374301676,0.9855882245452797,2.5120459146624325
ARIMA,78629.14313941103,63540.78212290503,-1.8821546741966473,44.68274776887719
Existing RF,61022.05849159528,43302.047486033516,-0.7358968128910448,27.29137731681892
Extended RF,59466.08693883463,41598.09217877095,-0.6484998842837277,25.935491665404452
