Model,RMSE,MAE,R2,MAPE
Benchmark,386.7120477372906,201.9943820224719,0.9468784836036714,3.3235532541116295
ARIMA,2377.787147112842,1684.714606863825,-1.008357439506704,27.91873743260726
Existing RF,1788.789933975831,901.3766853932585,-0.13661594335814997,12.305303679502723
Extended RF,1594.8690024410569,758.5448033707866,0.09646476461143072,10.05916762948023
