Model,RMSE,MAE,R2,MAPE
Benchmark,5585.991904358219,3223.8888888888887,0.9686420158135185,3.8118157482506563
ARIMA,54148.58890641155,44073.61111111111,-1.946604311290764,51.95951135824484
Existing RF,38648.27784660441,27277.06388888889,-0.5010937828398214,28.50934595849467
Extended RF,39265.64070597024,27665.484722222223,-0.5494333857573508,28.676387544696567
