Model,RMSE,MAE,R2,MAPE
Benchmark,12.225609546261499,8.65013401482695,0.9545023268786185,3.1428451503489176
ARIMA,83.13935359332989,65.65195891677692,-1.1040760375130185,21.403554208229387
Existing RF,96.88189233689165,79.47563880551247,-1.8571521576309302,26.032790092248035
Extended RF,91.13857294944648,73.44451967341925,-1.528439646158017,23.866362591057403
