Model,RMSE,MAE,R2,MAPE
Benchmark,2.699527807532758,1.9412905785345256,0.9776989958694571,1.0701673157025677
ARIMA,56.08630081600067,53.09327976678007,-8.626366695903734,28.963627361148458
Existing RF,56.588925277967824,53.608079724260556,-8.799675596255094,29.251776290371645
Extended RF,57.65691175245068,54.71366366089032,-9.173058942703491,29.873304213427936
