Model,RMSE,MAE,R2,MAPE
Benchmark,2.719466086277121,1.45806457150367,0.9754389671500077,6.529012228855283
ARIMA,22.930656966958455,15.039301001256511,-0.7462737533410331,64.32806346380522
Existing RF,17.871778542174017,9.782093527355503,-0.060754493184552505,31.03283232310501
Extended RF,17.785192425884695,9.595707762135614,-0.05050099546141151,28.849970435878387
