Model,RMSE,MAE,R2,MAPE
Benchmark,0.639462536426182,0.4952150160266507,0.8339456709016747,2.9524931811735997
ARIMA,3.347202626149761,2.991398170430174,-3.5497129550654627,17.076645423702306
Existing RF,1.2724564748053133,1.0372010644276934,0.34248470123655483,6.265416150950013
Extended RF,0.8649368937522606,0.6733070282269549,0.6961992547432093,4.011056173349424
