Model,RMSE,MAE,R2,MAPE
Benchmark,30891.592752613065,17854.748603351956,0.9397808960229471,3.179097791644672
ARIMA,293803.95464635995,265468.53144943545,-4.447145322496941,47.643559928789244
Existing RF,312968.32452299015,285666.5,-5.180938996235008,51.57861377809684
Extended RF,317477.49306733074,292509.60055865924,-5.360328869959299,53.09849204329956
