Model,RMSE,MAE,R2,MAPE
Benchmark,0.6088856053401346,0.4380645008497341,0.8987627104335009,5.999566922212994
ARIMA,4.298184367274303,3.848609178052354,-4.044744502739429,51.27605621176766
Existing RF,1.6668858767912549,1.2041463753164456,0.24128122864861656,15.317145822773925
Extended RF,1.6908632984020273,1.3521650598254256,0.2192965649725115,17.562773628619794
