Date,Open,High,Low,Close,Volume,simple_return,log_return,ma_7,ma_14,ma_21,volatility_7,hl_diff,oc_diff,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_percent,MA_3,MA_5,MA_10,MA_20,Close_MA5_ratio,Close_MA20_ratio,MA5_MA20_gap,daily_return,abs_return,high_low_ratio,open_close_ratio,pct_volatility_5,pct_volatility_10,Volume_MA5,Volume_MA20,Volume_change,Volume_ratio,log_trading_value,ATR_14,OBV,Stoch_K,Stoch_D,lag_1_return,lag_2_return,lag_3_return,MA3_return,target_next_close
2021-04-14,35.88999938964844,36.970001220703125,35.79999923706055,36.560001373291016,665700,,,,,,,1.1700019836425781,-0.6700019836425781,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0320022412389001,0.01866820827630951,,,,,,,17.00754922282543,1.1700019836425781,,,,,,,,37.54999923706055
2021-04-15,37.0,37.97999954223633,36.720001220703125,37.54999923706055,451000,0.027078715169107648,0.026718573743568997,,,,,1.2599983215332031,-0.5499992370605469,100.0,0.07897418856281746,0.015794837712563493,0.06317935085025397,,,,,,,,,,,,0.027078715169107648,0.027078715169107648,0.033555215636053286,0.014864844244879645,,,,,-0.32251765059336035,,16.64489603542613,1.187858854021345,451000.0,,,,,,,38.29999923706055
2021-04-16,37.77000045776367,38.869998931884766,37.36000061035156,38.29999923706055,391600,0.019973369247362704,0.019776518374327822,,,,,1.5099983215332031,-0.529998779296875,100.0,0.19977762189763837,0.05259139454957847,0.1471862273480599,,,,,37.46999994913737,,,,,,,0.019973369247362704,0.019973369247362704,0.03942554442852497,0.014032268278353518,,,,,-0.13170731707317074,,16.523446132579313,1.2108688159864778,842600.0,,,0.027078715169107648,,,,36.790000915527344
2021-04-19,37.61000061035156,37.970001220703125,35.66999816894531,36.790000915527344,482700,-0.03942554442852497,-0.040223782264604546,,,,,2.3000030517578125,0.8199996948242188,89.33399721769068,0.1716918118593327,0.07641147801152932,0.09528033384780336,,,,,37.54666646321615,,,,,,,-0.03942554442852497,0.03942554442852497,0.0625170697070325,-0.021802703576626017,,,,,0.23263534218590398,,16.692376771961445,1.312235405424246,359900.0,,,0.019973369247362704,0.027078715169107648,,0.0025421799959817934,35.08000183105469
2021-04-20,36.540000915527344,36.709999084472656,34.33000183105469,35.08000183105469,664800,-0.046479995703151644,-0.04759487430138263,,,,,2.3799972534179688,1.4599990844726562,79.05113746138316,0.011320474613732756,0.06339327733197002,-0.05207280271823726,,,,,36.723333994547524,36.85600051879883,,,0.951812495584314,,,-0.046479995703151644,0.046479995703151644,0.06784484404761543,-0.039956186313401074,,,531160.0,,0.37725295214418897,,16.964872785103363,1.3942185253562753,-304900.0,,,-0.03942554442852497,0.019973369247362704,0.027078715169107648,-0.021977390294771304,37.060001373291016
2021-04-21,34.9900016784668,37.08000183105469,34.9900016784668,37.060001373291016,264500,0.056442401336579406,0.054907038212573075,,,,,2.0900001525878906,-2.0699996948242188,81.68057510935924,0.04349308869242208,0.05941323960406043,-0.015920150911638356,,,,,36.310001373291016,36.95600051879883,,,1.0028141804587127,,,0.056442401336579406,0.056442401336579406,0.05639503710580391,0.05915974837172179,0.04463974214580804,,450920.0,,-0.6021359807460891,,16.098134890209725,1.4439172130156765,-40400.0,,,-0.046479995703151644,-0.03942554442852497,0.019973369247362704,-0.009821046265032404,36.52999877929688
2021-04-22,37.33000183105469,37.75,36.5099983215332,36.52999877929688,373000,-0.01430120276185698,-0.014404450522360676,36.83857182094029,,,,1.2400016784667969,0.8000030517578054,78.8283585195387,0.02592449577230127,0.05271549083770861,-0.026790995065407337,,,,,36.223333994547524,36.752000427246095,,,0.9939594676379947,,,-0.01430120276185698,0.01430120276185698,0.03394475006578864,-0.021430565564352206,0.042984782276784254,,435320.0,,0.41020793950850654,,16.427467579407466,1.4293518176907567,-413400.0,,,0.056442401336579406,-0.046479995703151644,-0.03942554442852497,-0.0014462657094764058,38.119998931884766
2021-04-23,37.02000045776367,38.27000045776367,36.75,38.119998931884766,447700,0.043525874780182106,0.04260524337545377,37.061428615025115,,,0.04036557431036857,1.5200004577636719,-1.0999984741210938,80.97470117088814,0.1387021118302485,0.06991281503621659,0.06878929679403191,,,,,37.23666636149088,36.716000366210935,,,1.0382394201892946,,,0.043525874780182106,0.043525874780182106,0.03987409497255509,0.029713626702303483,0.04743290794697603,,446540.0,,0.2002680965147452,,16.65261775359017,1.4515410934604733,34300.0,,,-0.01430120276185698,0.056442401336579406,-0.046479995703151644,0.028555691118301512,39.630001068115234
2021-04-26,38.119998931884766,39.810001373291016,38.119998931884766,39.630001068115234,511300,0.039611809510504914,0.03884738338834297,37.35857173374721,,,0.04164472955630834,1.69000244140625,-1.5100021362304688,82.76199742465397,0.3459360029500971,0.12511745261899268,0.2208185503311044,,,,,38.09333292643229,37.284000396728516,,,1.0629224505531485,,,0.039611809510504914,0.039611809510504914,0.042644521722356464,0.03961180951050488,0.04408061754931189,,452260.0,,0.1420594147866876,,16.824298264574093,1.4685740468851716,545600.0,,,0.043525874780182106,-0.01430120276185698,0.056442401336579406,0.022945493842943348,39.369998931884766
2021-04-27,40.0,40.0,38.93999862670898,39.369998931884766,375300,-0.0065607400762766055,-0.006582356329067302,37.51142883300781,,,0.04156257757936356,1.0600013732910227,0.6300010681152344,81.34496504889356,0.48361553637374755,0.19681706936994367,0.28679846700380385,,,,,39.039999643961586,38.14199981689453,37.49900016784668,,1.0321954569997744,,,-0.0065607400762766055,0.0065607400762766055,0.026924089460224863,-0.015750026702880858,0.03193004119179985,,394360.0,,-0.26598865636612556,,16.5084851306279,1.4393902844855895,170300.0,,,0.039611809510504914,0.043525874780182106,-0.01430120276185698,0.025525648071470137,38.43999862670898
2021-04-28,39.040000915527344,39.65999984741211,37.869998931884766,38.43999862670898,521000,-0.023622055636445705,-0.023905529448946417,37.74714279174805,,,0.03905487696890161,1.7900009155273438,0.6000022888183665,76.31190662326662,0.5117847699950815,0.25981060949497126,0.25197416050011023,,,,,39.14666620890299,38.417999267578125,37.68699989318848,,1.000572631567241,,,-0.023622055636445705,0.023622055636445705,0.046566102483770924,-0.015368910726119582,0.031505336714269895,0.036492835840662964,445660.0,,0.3882227551292299,,16.812603919044015,1.464433900988572,-350700.0,,,-0.0065607400762766055,0.039611809510504914,0.043525874780182106,0.003143004599260868,38.68000030517578
2021-04-29,39.43000030517578,39.84999847412109,36.560001373291016,38.68000030517578,799500,0.006243540245603585,0.00622413009833185,38.26142828805106,,,0.03118964599173363,3.289997100830071,0.75,76.71235155610529,0.5471678103453854,0.31728204966505413,0.22988576068033129,,,,,38.82999928792318,38.847999572753906,37.8,,0.9956754718537437,,,0.006243540245603585,0.006243540245603585,0.08505680131522221,-0.019021049814740964,0.029166474978470885,0.0357183786341201,530960.0,,0.534548944337812,,17.24706452206765,1.594831272405822,448800.0,,,-0.023622055636445705,-0.0065607400762766055,0.039611809510504914,-0.007979751822372908,35.9900016784668
2021-04-30,37.720001220703125,38.400001525878906,35.81999969482422,35.9900016784668,699500,-0.06954494843551062,-0.0720815097468794,38.10857118879046,,,0.0392820626747509,2.5800018310546875,1.7299995422363281,63.71196766649445,0.35406724996675365,0.324639089725394,0.029428160241359635,,,,,37.70333353678385,38.422000122070315,37.569000244140625,,0.9367029713217211,,,-0.06954494843551062,0.06954494843551062,0.07168662713895704,-0.04586424937035248,0.04020315580810948,0.04183613243237716,581320.0,,-0.1250781738586617,,17.04136228153758,1.685200510830518,-250700.0,,,0.006243540245603585,-0.023622055636445705,-0.0065607400762766055,-0.028974487942117582,35.939998626708984
2021-05-03,36.06999969482422,36.77000045776367,35.619998931884766,35.939998626708984,687900,-0.0013893595283639426,-0.001390325583215489,38.02428545270647,37.431428636823384,,0.03902492396441975,1.1500015258789062,0.13000106811523438,63.49655552231129,0.19475383528524048,0.2986620388373633,-0.10390820355212282,,,,,36.87000020345052,37.683999633789064,37.484000015258786,,0.9537203846717922,,,-0.0013893595283639426,0.0013893595283639426,0.03199781774683422,-0.0036041327755788302,0.030324322675107745,0.04009277236947876,616640.0,,-0.016583273766976436,,17.023249641106823,1.646972011905403,-938600.0,28.39501438417176,,-0.06954494843551062,0.006243540245603585,-0.023622055636445705,-0.02156358923942366,35.209999084472656
2021-05-04,35.36000061035156,35.7400016784668,34.81999969482422,35.209999084472656,473600,-0.020311618534504472,-0.020520735979706974,37.60857118879046,37.334999901907786,,0.03386397456957982,0.9200019836425781,0.15000152587890625,60.29163693858252,0.009482634256258393,0.24082615792114234,-0.23134352366488395,,,,,35.71333312988281,36.85199966430664,37.496999740600586,,0.9554433790624296,,,-0.020311618534504472,0.020311618534504472,0.02612899765874439,-0.004242124527424177,0.02953016022826901,0.03761603773701461,636300.0,,-0.3115278383485972,,16.629448529685355,1.6093310776182146,-1412200.0,15.520238758413193,,-0.0013893595283639426,-0.06954494843551062,0.006243540245603585,-0.030415308832793014,35.150001525878906
2021-05-05,35.790000915527344,36.209999084472656,34.91999816894531,35.150001525878906,297600,-0.0017039920520818264,-0.0017054454978800001,36.96857125418527,37.16357149396624,,0.026518532332251796,1.2900009155273438,0.6399993896484375,60.02348329432159,-0.1405670593637396,0.164547514464166,-0.3051145738279056,,,,,35.43333307902018,36.194000244140625,37.305999755859375,,0.9711554757357684,,,-0.0017039920520818264,0.0017039920520818264,0.036699882205626394,-0.017882072458142252,0.030778556643591724,0.03219927143725542,591620.0,,-0.3716216216216216,,16.163130339204677,1.5865217803260094,-1709800.0,14.462080416804588,19.45911118646318,-0.020311618534504472,-0.0013893595283639426,-0.06954494843551062,-0.007801656704983413,34.540000915527344
2021-05-06,34.83000183105469,35.349998474121094,33.70000076293945,34.540000915527344,636100,-0.017354212912407796,-0.017506562442343422,36.278571537562776,36.8950001852853,,0.026112176076259163,1.6499977111816406,0.29000091552734375,57.23621417785726,-0.30518647417254385,0.07060071673682401,-0.37578719090936785,,,,,34.96666717529297,35.36600036621094,37.10699996948242,,0.9766442503497578,,,-0.017354212912407796,0.017354212912407796,0.04777063310498899,-0.008326181460857025,0.02793592683022746,0.032313583102844746,558940.0,,1.1374327956989245,,16.905229207406478,1.591055775387126,-2345900.0,13.333337370050506,14.438552181756094,-0.0017039920520818264,-0.020311618534504472,-0.0013893595283639426,-0.013123274499664698,36.31999969482422
2021-05-07,35.18000030517578,36.34000015258789,34.9900016784668,36.31999969482422,439800,0.05153441610062859,0.050250446105851006,35.97571454729353,36.861428669520784,,0.036588379034053445,1.3499984741210938,-1.1399993896484375,62.6818865223163,-0.28868968601133815,-0.0012573638128084222,-0.2874323221985297,,,,,35.33666737874349,35.43199996948242,36.92700004577637,,1.0250620830352968,,,0.05153441610062859,0.05153441610062859,0.037169561824458804,0.03240475781009921,0.028944513190711497,0.0337214832559042,507000.0,,-0.3085992768432636,,16.586443965037017,1.605980308363799,-1906100.0,41.5872896693747,23.127569152076592,-0.017354212912407796,-0.0017039920520818264,-0.020311618534504472,0.010825403712046322,33.72999954223633
2021-05-10,35.66999816894531,35.880001068115234,33.150001525878906,33.72999954223633,794400,-0.07131057748761427,-0.07398090982852716,35.26857158115932,36.76499993460519,,0.04329685240702433,2.729999542236328,1.9399986267089844,52.25473309793318,-0.4790846398121431,-0.09682281901267537,-0.38226182079946774,,,,,34.86333338419596,34.99000015258789,36.33699989318848,,0.9639896940595363,,,-0.07131057748761427,0.07131057748761427,0.080936838994553,-0.05438740471811877,0.0440396955627455,0.035845165969954795,528300.0,,0.806275579809004,,17.103730064535487,1.717695869833907,-2700500.0,8.467126212489266,21.129251083971486,0.05153441610062859,-0.017354212912407796,-0.0017039920520818264,-0.01237679143313116,33.90999984741211
2021-05-11,32.59000015258789,34.09000015258789,32.400001525878906,33.90999984741211,408000,0.0053365048211870825,0.005322316135608508,34.971428462437224,36.53999982561384,,0.037087173109361035,1.6899986267089844,-1.3199996948242188,52.84186871588472,-0.6084358226926341,-0.19914541974866712,-0.40929040294396696,40.13423414039177,33.155766012196125,0.19043438705598725,0.1080801432865467,34.653333028157554,34.73000030517578,35.79099998474121,36.64500007629395,0.9763892758261374,0.9253649823117032,-1.9149997711181683,0.0053365048211870825,0.0053365048211870825,0.04983776568309124,0.040503212293461766,0.04429764027986871,0.03636488767040456,515180.0,519250.0,-0.48640483383685795,0.7857486759749639,16.44273247730304,1.715717495324984,-2292500.0,19.868402956591748,23.30760627948524,-0.07131057748761427,0.05153441610062859,-0.017354212912407796,-0.004813218855266199,31.959999084472656
2021-05-12,32.939998626708984,33.36000061035156,31.76000022888184,31.959999084472656,704300,-0.05750518347726474,-0.05922485938572041,34.4028570992606,36.21357127598354,36.42190479096912,0.04142637078862055,1.600000381469723,0.9799995422363281,46.211944448116455,-0.8584012168911102,-0.33099657917715575,-0.5274046377139544,40.485796900324736,32.34420302338132,0.22357802788609757,-0.047190260864854526,33.199999491373696,34.09199981689453,35.14300003051758,36.41499996185303,0.9374633126870621,0.8776602805973566,-2.323000144958499,-0.05750518347726474,0.05750518347726474,0.05006259159272198,-0.029751049881395798,0.049453572795528575,0.038833796622996235,596520.0,521180.0,0.7262254901960785,1.3513565370889136,16.92944481741137,1.7467376469825044,-2996800.0,2.427170644977786,10.254233271352932,0.0053365048211870825,-0.07131057748761427,0.05153441610062859,-0.04115975204789731,32.61000061035156
2021-05-13,32.68000030517578,33.959999084472656,32.04999923706055,32.61000061035156,517000,0.02033797072900101,0.0201339162658903,34.03142874581473,35.81999996730259,36.23380951654343,0.043604854727104174,1.9099998474121094,0.06999969482421875,48.53012772530466,-0.9926087263281786,-0.4633190086073603,-0.5292897177208183,40.53736007113044,31.79863998990471,0.24161468905806896,0.09284661974583429,32.826666514078774,33.705999755859374,34.53600006103515,36.168000030517575,0.9674835592046996,0.9016257626309481,-2.4620002746582017,0.02033797072900101,0.02033797072900101,0.058570984718283266,-0.002141973505830487,0.05233855695422869,0.040032624287415074,572700.0,524480.0,-0.2659378105920772,0.985738255033557,16.64041722132269,1.7648278150551826,-2479800.0,10.315538896603377,10.870370832724305,-0.05750518347726474,0.0053365048211870825,-0.07131057748761427,-0.010610235975692217,33.93000030517578
2021-05-14,32.970001220703125,34.11000061035156,32.56999969482422,33.93000030517578,308600,0.040478370748794346,0.039680579272487845,33.857142857142854,35.41285705566406,36.061428615025115,0.04768355799860008,1.5400009155273438,-0.9599990844726562,52.963563989473926,-0.9811461586210655,-0.5668844386101014,-0.41426172001096406,40.30700025216545,31.591999915681228,0.2424234082849342,0.26827312670394476,32.833333333333336,33.22799987792969,34.329999923706055,35.94950008392334,1.0211267734990082,0.9438239815843592,-2.7215002059936495,0.040478370748794346,0.040478370748794346,0.045387589203541134,0.029117350589293763,0.04921210788272267,0.03884124637370834,546460.0,520330.0,-0.4030947775628627,0.5930851574962044,16.164100902205313,1.7487687508031942,-2171200.0,26.33495311371198,13.025887551764379,0.02033797072900101,-0.05750518347726474,0.0053365048211870825,0.001103719333510204,33.810001373291016
