Date,Open,High,Low,Close,Volume,simple_return,log_return,ma_7,ma_14,ma_21,volatility_7,hl_diff,oc_diff,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_percent,MA_3,MA_5,MA_10,MA_20,Close_MA5_ratio,Close_MA20_ratio,MA5_MA20_gap,daily_return,abs_return,high_low_ratio,open_close_ratio,volatility_5,volatility_10,Volume_MA5,Volume_MA20,Volume_change,Volume_ratio,Trading_value,target_next_close
2021-04-14,11.15999984741211,11.5600004196167,11.050000190734863,11.25,334800,,,,,,,0.5100002288818359,-0.09000015258789062,,0.0,0.0,0.0,,,,,,,,,,,,,,0.04533335367838542,0.008064529912046616,,,,,,,3766500.0,11.279999732971191
2021-04-15,11.479999542236328,11.479999542236328,11.010000228881836,11.279999732971191,238300,0.002666642930772678,0.0026630937467168087,,,,,0.4699993133544922,0.19999980926513672,100.0,0.0023931410917192864,0.0004786282183438573,0.001914512873375429,,,,,,,,,,,,0.002666642930772678,0.002666642930772678,0.04166660678020182,-0.017421586867605077,,,,,-0.28823178016726403,,2688023.936367035,10.9399995803833
2021-04-16,11.289999961853027,11.300000190734863,10.899999618530272,10.9399995803833,225900,-0.03014185821246762,-0.030605463759499622,,,,,0.4000005722045916,0.35000038146972656,53.42442488604847,-0.022881682374391588,-0.004193433900203231,-0.018688248474188356,,,,,11.15666643778483,,,,,,,-0.03014185821246762,0.03014185821246762,0.03656312500430434,-0.031000919632623365,,,,,-0.052035249685270624,,2471345.9052085876,10.739999771118164
2021-04-19,10.850000381469728,11.100000381469728,10.529999732971191,10.739999771118164,322800,-0.018281518915572836,-0.01845069086808564,,,,,0.5700006484985369,0.11000061035156428,41.252837851249694,-0.05837753531771561,-0.015030254183705708,-0.0433472811340099,,,,,10.986666361490885,,,,,,,-0.018281518915572836,0.018281518915572836,0.05307268721097868,-0.01013830474507907,,,,,0.4289508632138115,,3466871.9261169434,10.119999885559082
2021-04-20,10.630000114440918,10.850000381469728,10.010000228881836,10.119999885559082,597100,-0.05772810975530707,-0.059461415218632185,,,,,0.8400001525878924,0.5100002288818359,23.431177129246848,-0.13498108578437495,-0.03902042050383956,-0.0959606652805354,,,,,10.59999974568685,10.865999794006347,,,0.9313454884419603,,,-0.05772810975530707,0.05772810975530707,0.08300396858566628,-0.04797744340463342,,,343780.0,,0.8497521685254028,,6042651.931667328,10.579999923706056
2021-04-21,10.020000457763672,10.649999618530272,9.779999732971191,10.579999923706056,498300,0.045454549738027206,0.04445176666807724,,,,,0.8699998855590803,-0.5599994659423846,43.07911335929913,-0.15676470677320253,-0.06256927775771215,-0.09419542901549038,,,,,10.479999860127768,10.731999778747559,,,0.9858367631219574,,,0.045454549738027206,0.045454549738027206,0.08223061359478054,0.05588816770048021,0.03864907590539315,,376480.0,,-0.16546642103500253,,5272013.961982728,10.56999969482422
2021-04-22,10.630000114440918,10.93000030517578,10.4399995803833,10.56999969482422,298400,-0.0009452012243807983,-0.0009456482087403898,10.782856941223145,,,,0.4900007247924787,0.06000041961669744,42.82185635064758,-0.17284289296558697,-0.08462400079928711,-0.08821889216629986,,,,,10.423333168029787,10.589999771118164,,,0.9981114186283092,,,-0.0009452012243807983,0.0009452012243807983,0.04635768580319031,-0.005644442048047254,0.03834820419186931,,388500.0,,-0.40116395745534816,,3154087.9089355473,11.079999923706056
2021-04-23,10.640000343322754,11.140000343322754,10.630000114440918,11.079999923706056,276100,0.0482497865285243,0.047121903423137615,10.758571216038295,,,0.03869556663898183,0.5100002288818359,-0.43999958038330256,56.943476716516166,-0.1427862639694375,-0.0962564534333172,-0.046529810536120306,,,,,10.743333180745445,10.617999839782716,,,1.0435110275847201,,,0.0482497865285243,0.0482497865285243,0.04602890184057422,0.04135334268663149,0.044737262975997893,,398540.0,,-0.07473190348525471,,3059187.978935242,11.479999542236328
2021-04-26,11.140000343322754,11.699999809265137,11.100000381469728,11.479999542236328,378400,0.0361010488523974,0.035464676583132515,10.787142617361885,,,0.04127898321913342,0.5999994277954084,-0.3399991989135742,64.37507646077606,-0.0857016276484508,-0.09414548827634392,0.008443860627893124,,,,,11.043333053588869,10.76599979400635,,,1.066319873852076,,,0.0361010488523974,0.0361010488523974,0.052264760602815076,0.030520573468147835,0.04477420403307808,,409660.0,,0.3705179282868525,,4344031.826782227,11.5
2021-04-27,11.609999656677246,11.630000114440918,11.210000038146973,11.5,266900,0.00174220022310001,0.0017406843526691497,10.867142677307129,,,0.03868283346391747,0.4200000762939453,0.1099996566772461,64.70312989699627,-0.03840506264489463,-0.08299740315005408,0.04459234050515945,,,,,11.353333155314127,11.041999816894533,10.95399980545044,,1.0414780103876398,,,0.00174220022310001,0.00174220022310001,0.036521745764690895,-0.009474561578818146,0.02392684600875286,,343620.0,,-0.29466173361522197,,3069350.0,11.420000076293944
