Date,Open,High,Low,Close,Volume,simple_return,log_return,ma_7,ma_14,ma_21,volatility_7,hl_diff,oc_diff,RSI_14,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_width,BB_percent,MA_3,MA_5,MA_10,MA_20,Close_MA5_ratio,Close_MA20_ratio,MA5_MA20_gap,daily_return,abs_return,high_low_ratio,open_close_ratio,pct_volatility_5,pct_volatility_10,Volume_MA5,Volume_MA20,Volume_change,Volume_ratio,log_trading_value,ATR_14,OBV,Stoch_K,Stoch_D,lag_1_return,lag_2_return,lag_3_return,MA3_return,target_next_return,target_next_close
2021-04-15,83700.0,84500.0,83400.0,84100.0,16377412,,,,,,,1100.0,-400.0,,0.0,0.0,0.0,,,,,,,,,,,,,,0.013079667063020214,0.0047789725209080045,,,,,,,27.951175472310037,1100.0,,,,,,,,-0.0023781212841854932,83900.0
2021-04-16,84700.0,84700.0,83600.0,83900.0,15429522,-0.0023781212841854638,-0.0023809535057418476,,,,,1100.0,800.0,0.0,-15.954415954416618,-3.1908831908833237,-12.763532763533295,,,,,,,,,,,,-0.0023781212841854638,0.0023781212841854638,0.013110846245530394,-0.009445100354191263,,,,,-0.0578778869335399,,27.889174137702476,1100.0,-15429522.0,,,,,,,-0.007151370679380214,83300.0
2021-04-19,83800.0,84000.0,83300.0,83300.0,15287311,-0.007151370679380209,-0.007177064300363481,,,,,700.0,500.0,0.0,-76.13574565142335,-17.77985568299133,-58.355889968432024,,,,,83766.66666666667,,,,,,,-0.007151370679380209,0.007151370679380209,0.008403361344537815,-0.0059665871121718375,,,,,-0.009216811771615485,,27.87273752401516,1071.4285714285716,-30716833.0,,,-0.0023781212841854638,,,,0.007202881152460984,83900.0
2021-04-20,83300.0,84000.0,83100.0,83900.0,15521965,0.007202881152460927,0.00717706430036343,,,,,900.0,-600.0,16.799999999999997,-74.55546839805902,-29.13497822600487,-45.42049017205415,,,,,83700.0,,,,,,,0.007202881152460927,0.007202881152460927,0.010727056019070322,0.007202881152460984,,,,,0.015349592874770446,,27.89514756798568,1059.183673469388,-15194868.0,,,-0.007151370679380209,-0.0023781212841854638,,-0.0007755369370349152,-0.015494636471990465,82600.0
2021-04-21,83300.0,83500.0,82500.0,82600.0,21636079,-0.015494636471990453,-0.0156159329462281,,,,,1000.0,700.0,12.06896551724138,-176.171428175061,-58.5422682158161,-117.6291599592449,,,,,83266.66666666667,83560.0,,,0.9885112494016276,,,-0.015494636471990453,0.015494636471990453,0.012106537530266344,-0.008403361344537815,,,16850457.8,,0.39390077222825837,,28.21163776279829,1083.527696793003,-36830947.0,,,0.007202881152460927,-0.007151370679380209,-0.0023781212841854638,-0.005147708666303245,-0.002421307506053269,82400.0
2021-04-22,82900.0,83000.0,82400.0,82400.0,13934746,-0.002421307506053294,-0.0024242436115063915,,,,,600.0,500.0,11.530963675352524,-269.7318362262886,-100.7801818179106,-168.95165440837798,,,,,82966.66666666667,83220.0,,,0.9901465993751501,,,-0.002421307506053294,0.002421307506053294,0.007281553398058253,-0.006031363088057901,0.00825641182494464,,16361924.6,,-0.35594864485381106,,27.769236707145748,1048.9900041649314,-50765693.0,,,-0.015494636471990453,0.007202881152460927,-0.007151370679380209,-0.0035710209418609398,0.0048543689320388345,82800.0
2021-04-23,81900.0,82900.0,81600.0,82800.0,17805080,0.004854368932038833,0.004842624475787991,83285.71428571429,,,,1300.0,-900.0,19.28100700066129,-308.0514512381924,-142.23443570196696,-165.81701553622543,,,,,82600.0,83000.0,,,0.9975903614457832,,,0.004854368932038833,0.004854368932038833,0.01570048309178744,0.01098901098901099,0.009201666026030217,,16837036.2,,0.27774700737279323,,28.01917770817786,1066.919289581722,-32960613.0,,,-0.002421307506053294,-0.015494636471990453,0.007202881152460927,-0.004353858348668305,0.008454106280193236,83500.0
2021-04-26,82900.0,83500.0,82600.0,83500.0,15489938,0.008454106280193274,0.008418570465595826,83200.0,,,0.008616104867093717,900.0,-600.0,30.71899744688487,-278.72292794281384,-169.53213415013636,-109.19079379267748,,,,,82900.0,83040.0,,,1.0055394990366089,,,0.008454106280193274,0.008454106280193274,0.010778443113772455,0.007237635705669481,0.009893401386382191,,16877561.6,,-0.1300270484603271,,27.88830312064245,1054.9964831830277,-17470675.0,,,0.004854368932038833,-0.002421307506053294,-0.015494636471990453,0.0036290559020596045,-0.00718562874251497,82900.0
2021-04-27,83200.0,83300.0,82500.0,82900.0,12941533,-0.007185628742514938,-0.007211569715560475,83057.14285714286,,,0.008930713439029118,800.0,300.0,27.165691140957975,-300.43165837586275,-195.71203899528163,-104.71961938058112,,,,,83066.66666666667,82840.0,,,1.0007242877836793,,,-0.007185628742514938,0.007185628742514938,0.009650180940892641,-0.003605769230769231,0.00954988391055398,,16361475.2,,-0.16452002583870895,,27.701342651005245,1051.0681629556686,-30412208.0,,,0.008454106280193274,0.004854368932038833,-0.002421307506053294,0.0020409488232390562,-0.009650180940892641,82100.0
2021-04-28,83200.0,83200.0,82100.0,82100.0,15596759,-0.00965018094089265,-0.009697045682866761,82885.71428571429,,,0.009233345172174546,1100.0,1100.0,23.29635083922119,-377.8338641752489,-232.1364040312751,-145.69746014397379,,,,,82833.33333333333,82740.0,83150.0,,0.9922649262750786,,,-0.00965018094089265,0.00965018094089265,0.013398294762484775,-0.013221153846153846,0.007723042229371016,,15153611.2,,0.20517090208710198,,27.878266989666457,1054.563294173121,-46008967.0,,,-0.007185628742514938,0.008454106280193274,0.004854368932038833,-0.0027939011344047713,-0.0048721071863581,81700.0
2021-04-29,82400.0,82500.0,81500.0,81700.0,20000973,-0.00487210718635811,-0.004884014592425348,82571.42857142857,,,0.008297452694454944,1000.0,700.0,21.636894667259128,-466.07965089358913,-278.92505340373793,-187.1545974898512,,,,,82233.33333333333,82600.0,82910.0,,0.9891041162227603,,,-0.00487210718635811,0.00487210718635811,0.012239902080783354,-0.00849514563106796,0.007896571530513605,0.007718107464507933,16366856.6,,0.2823800765274376,,28.1221007611836,1050.665916017898,-66009940.0,,,-0.00965018094089265,-0.007185628742514938,0.008454106280193274,-0.007235972289921899,-0.0024479804161566705,81500.0
2021-04-30,81900.0,82100.0,81500.0,81500.0,18673197,-0.002447980416156681,-0.002450981619140185,82414.28571428571,,,0.00646043994236437,600.0,400.0,20.83764722058615,-545.8610547225398,-332.31225366749834,-213.5488010550415,,,,,81766.66666666667,82340.0,82670.0,,0.98979839689094,,,-0.002447980416156681,0.002447980416156681,0.007361963190184049,-0.004884004884004884,0.00701163237074217,0.007717650216275956,16540480.0,,-0.06638557034200288,,28.050958037367145,1018.4754934451912,-84683137.0,,,-0.00487210718635811,-0.00965018094089265,-0.007185628742514938,-0.005656756181135814,0.00245398773006135,81700.0
2021-05-03,81000.0,82400.0,81000.0,81700.0,15710336,0.0024539877300613355,0.0024509816191401607,82314.28571428571,,,0.006656238697254562,1400.0,-700.0,23.866289672058514,-586.1927978395543,-383.0883625019095,-203.10443533764476,,,,,81633.33333333333,81980.0,82510.0,,0.9965845328128812,,,0.0024539877300613355,0.0024539877300613355,0.017135862913096694,0.008641975308641974,0.004645340926014218,0.007723487400288135,16584559.6,,-0.15866918771327698,,27.880638678503143,1045.7272439133917,-68972801.0,,,-0.002447980416156681,-0.00487210718635811,-0.00965018094089265,-0.0016220332908178185,0.011015911872705019,82600.0
2021-05-04,81900.0,82600.0,81800.0,82600.0,12532550,0.01101591187270512,0.010955678660975281,82285.71428571429,82785.71428571429,,0.007873704837932066,800.0,-700.0,35.774211015083324,-539.316610277805,-414.3340120570886,-124.9825982207164,,,,,81933.33333333333,81920.0,82380.0,,1.00830078125,,,0.01101591187270512,0.01101591187270512,0.009685230024213076,0.008547008547008548,0.007870480963187591,0.008296290656388787,16502763.0,,-0.20227358600096146,,27.66560477724884,1035.3181550624352,-56440251.0,43.24324324324324,,0.0024539877300613355,-0.002447980416156681,-0.00487210718635811,0.0036739730622032583,-0.0036319612590799033,82300.0
2021-05-06,81700.0,82300.0,81700.0,82300.0,17047511,-0.003631961259079941,-0.0036385728439082914,82114.28571428571,82657.14285714286,,0.006894917939076551,600.0,-600.0,33.872395847899014,-520.3758181963203,-435.54237328493497,-84.83344491138536,,,,,82200.0,81960.0,82350.0,,1.004148365056125,,,-0.003631961259079941,0.003631961259079941,0.007290400972053463,0.0073439412484700125,0.006500492958927038,0.006788677745890211,16792913.4,,0.36025876617288577,,27.969641155298515,1025.6525725579754,-73487762.0,35.13513513513514,,0.01101591187270512,0.0024539877300613355,-0.002447980416156681,0.003279312781228838,-0.004860267314702308,81900.0
2021-05-07,81800.0,82100.0,81500.0,81900.0,14154882,-0.004860267314702349,-0.004872116824000429,81971.42857142857,82514.28571428571,,0.006656625035517354,600.0,-100.0,31.47013446047636,-531.5147894351103,-454.73685651497004,-76.77793292014024,,,,,82266.66666666667,82000.0,82300.0,,0.998780487804878,,,-0.004860267314702349,0.004860267314702349,0.007326007326007326,0.0012224938875305623,0.006498046866614612,0.006914288051140162,15623695.2,,-0.169680430181274,,27.77882441005848,1009.5345316609772,-87642644.0,30.0,36.12612612612613,-0.003631961259079941,0.01101591187270512,0.0024539877300613355,0.0008412277663076099,0.015873015873015872,83200.0
