Date,Open,High,Low,Close,Volume
2021-04-15,15700.0,15750.0,15350.0,15500.0,570482
2021-04-16,15550.0,15650.0,15350.0,15350.0,507454
2021-04-19,15450.0,16200.0,15200.0,15650.0,5086464
2021-04-20,15650.0,15750.0,15050.0,15350.0,1194938
2021-04-21,15250.0,15500.0,15100.0,15100.0,742480
2021-04-22,15300.0,15400.0,15050.0,15100.0,646119
2021-04-23,15050.0,15100.0,14700.0,14800.0,906851
2021-04-26,14900.0,14900.0,14650.0,14650.0,576168
2021-04-27,14700.0,14950.0,14600.0,14650.0,465964
2021-04-28,14600.0,14600.0,13900.0,14050.0,933894
2021-04-29,14100.0,14450.0,13550.0,13850.0,607178
2021-04-30,13900.0,14150.0,13400.0,13500.0,660311
2021-05-03,13500.0,13850.0,13100.0,13500.0,518734
2021-05-04,13300.0,13450.0,12800.0,13350.0,763728
2021-05-06,13350.0,15050.0,13150.0,14150.0,4090732
2021-05-07,14150.0,14300.0,13800.0,13900.0,583490
2021-05-10,14100.0,14300.0,13900.0,13950.0,574588
2021-05-11,13850.0,14000.0,13500.0,13500.0,419967
2021-05-12,13550.0,13650.0,13050.0,13550.0,503871
2021-05-13,13150.0,13500.0,13000.0,13250.0,471801
2021-05-14,13350.0,13800.0,13350.0,13500.0,507347
2021-05-17,13550.0,13650.0,13050.0,13050.0,393229
2021-05-18,13100.0,13250.0,12850.0,13050.0,332374
2021-05-20,13050.0,13300.0,12950.0,13000.0,302093
2021-05-21,13100.0,13200.0,12900.0,12950.0,296485
2021-05-24,12900.0,12900.0,12150.0,12250.0,699364
2021-05-25,12350.0,13800.0,12250.0,12800.0,1949618
2021-05-26,12650.0,12750.0,12350.0,12350.0,544451
2021-05-27,12400.0,12450.0,12000.0,12200.0,606674
2021-05-28,12300.0,12700.0,12200.0,12600.0,531019
2021-05-31,12700.0,12900.0,12600.0,12750.0,477906
2021-06-01,13150.0,13400.0,12850.0,12900.0,640297
2021-06-02,13050.0,13150.0,12800.0,12900.0,315950
2021-06-03,12950.0,13700.0,12900.0,13450.0,987515
2021-06-04,13250.0,13450.0,13000.0,13250.0,426253
2021-06-07,13450.0,13450.0,12900.0,12950.0,403328
2021-06-08,12950.0,13000.0,12650.0,12700.0,339773
2021-06-09,12700.0,13150.0,12600.0,12900.0,401580
2021-06-10,12900.0,13000.0,12500.0,12650.0,380973
2021-06-11,12700.0,13500.0,12650.0,13200.0,1045994
2021-06-14,13200.0,13300.0,12800.0,12850.0,415623
2021-06-15,13050.0,13350.0,12850.0,13300.0,602383
2021-06-16,13350.0,13450.0,13150.0,13250.0,351807
2021-06-17,13200.0,13300.0,13050.0,13200.0,277140
2021-06-18,13200.0,13800.0,13150.0,13250.0,964310
2021-06-21,13250.0,13500.0,13100.0,13250.0,390857
2021-06-22,13300.0,13400.0,13100.0,13150.0,294286
2021-06-23,13150.0,13450.0,13100.0,13150.0,447248
2021-06-24,13150.0,13200.0,12850.0,12900.0,383566
2021-06-25,12950.0,13250.0,12900.0,12950.0,375798
2021-06-28,13000.0,13100.0,12850.0,12950.0,266481
2021-06-29,12950.0,13100.0,12900.0,12950.0,245076
2021-06-30,13000.0,13450.0,12950.0,13350.0,807838
2021-07-01,13350.0,13400.0,13050.0,13050.0,393846
2021-07-02,13100.0,13150.0,12900.0,12950.0,297306
2021-07-05,13050.0,13200.0,12950.0,13150.0,273015
2021-07-06,13150.0,13600.0,13150.0,13400.0,892497
2021-07-07,13500.0,13500.0,13150.0,13200.0,343478
2021-07-08,13250.0,13250.0,12700.0,12850.0,582405
2021-07-09,12700.0,12700.0,12300.0,12500.0,568037
2021-07-12,12550.0,12750.0,12500.0,12650.0,222676
2021-07-13,12700.0,12800.0,12600.0,12650.0,244492
2021-07-14,12700.0,12750.0,12550.0,12600.0,198521
2021-07-15,12600.0,12900.0,12450.0,12550.0,369628
2021-07-16,12550.0,12600.0,12450.0,12500.0,197685
2021-07-19,12500.0,12550.0,12300.0,12450.0,235730
2021-07-20,12100.0,12400.0,12100.0,12250.0,328456
2021-07-21,12350.0,12600.0,12100.0,12200.0,411130
2021-07-22,12300.0,12650.0,12300.0,12400.0,409024
2021-07-23,12500.0,12550.0,12250.0,12350.0,321561
2021-07-26,12400.0,12450.0,12100.0,12100.0,245384
2021-07-27,12150.0,12300.0,12100.0,12250.0,184800
2021-07-28,12200.0,12250.0,11700.0,11850.0,469860
2021-07-29,11850.0,11950.0,11850.0,11950.0,200541
2021-07-30,12050.0,12050.0,11550.0,11600.0,328123
2021-08-02,11600.0,11750.0,11550.0,11650.0,163688
2021-08-03,11600.0,12950.0,11600.0,12400.0,3250390
2021-08-04,12500.0,12750.0,12250.0,12350.0,602455
2021-08-05,12250.0,12550.0,12250.0,12350.0,377365
2021-08-06,12400.0,12550.0,12250.0,12350.0,286971
2021-08-09,12350.0,12400.0,12100.0,12100.0,305233
2021-08-10,12100.0,12150.0,11750.0,11800.0,390174
2021-08-11,11950.0,11950.0,11700.0,11850.0,214798
2021-08-12,12000.0,12000.0,11650.0,11750.0,254039
2021-08-13,11750.0,11750.0,11100.0,11250.0,548707
2021-08-17,11250.0,11550.0,10700.0,10800.0,538036
2021-08-18,10500.0,11100.0,10400.0,11000.0,388232
2021-08-19,10900.0,11000.0,10250.0,10250.0,480457
2021-08-20,10350.0,10600.0,9950.0,10000.0,631452
2021-08-23,10150.0,10950.0,10000.0,10700.0,721075
2021-08-24,10700.0,10950.0,10600.0,10800.0,352918
2021-08-25,11050.0,11400.0,10700.0,10950.0,557052
2021-08-26,11050.0,11150.0,10800.0,10900.0,168182
2021-08-27,10800.0,11200.0,10650.0,11100.0,292003
2021-08-30,11150.0,11300.0,11050.0,11150.0,202404
2021-08-31,11200.0,11250.0,10950.0,11050.0,218024
2021-09-01,11050.0,11650.0,10950.0,11500.0,438689
2021-09-02,11550.0,12250.0,11500.0,11600.0,1142401
2021-09-03,11600.0,11800.0,11550.0,11650.0,219148
2021-09-06,11700.0,12050.0,11550.0,11700.0,357552
2021-09-07,11950.0,11950.0,11450.0,11550.0,222350
2021-09-08,11550.0,11550.0,11200.0,11250.0,243449
2021-09-09,11250.0,11350.0,11100.0,11150.0,196613
2021-09-10,11200.0,11250.0,10950.0,11150.0,155422
2021-09-13,11200.0,11250.0,10850.0,10950.0,208413
2021-09-14,11050.0,11100.0,10900.0,11000.0,177362
2021-09-15,10900.0,10950.0,10650.0,10700.0,302085
2021-09-16,10800.0,10800.0,10400.0,10450.0,258727
2021-09-17,10400.0,10850.0,10250.0,10650.0,292321
2021-09-23,10650.0,10700.0,10400.0,10500.0,150571
2021-09-24,10700.0,10800.0,10350.0,10500.0,216048
2021-09-27,10500.0,10650.0,10350.0,10600.0,136572
2021-09-28,10600.0,10600.0,10250.0,10250.0,186664
2021-09-29,10000.0,10350.0,9990.0,10250.0,296542
2021-09-30,10250.0,10400.0,10200.0,10300.0,190449
2021-10-01,10200.0,10250.0,10000.0,10050.0,232322
2021-10-05,9990.0,9990.0,9180.0,9200.0,842929
2021-10-06,9200.0,9800.0,9000.0,9090.0,521467
2021-10-07,9110.0,9400.0,9110.0,9350.0,304712
2021-10-08,9460.0,9960.0,9290.0,9530.0,409893
2021-10-12,9460.0,9580.0,9260.0,9530.0,193502
2021-10-13,9550.0,10150.0,9550.0,10000.0,426237
2021-10-14,10350.0,10550.0,10200.0,10250.0,315393
2021-10-15,10450.0,10500.0,10150.0,10300.0,225934
2021-10-18,10400.0,10750.0,10150.0,10600.0,358360
2021-10-19,10750.0,10950.0,10450.0,10500.0,537810
2021-10-20,10600.0,10650.0,10150.0,10250.0,219714
2021-10-21,10250.0,10450.0,10050.0,10250.0,189257
2021-10-22,10300.0,10350.0,10150.0,10300.0,142966
2021-10-25,10200.0,10650.0,10200.0,10600.0,336527
2021-10-26,10700.0,10800.0,10550.0,10600.0,232387
2021-10-27,10550.0,10600.0,10250.0,10400.0,229757
2021-10-28,10450.0,10750.0,10350.0,10600.0,334211
2021-10-29,10700.0,10800.0,10200.0,10200.0,307571
2021-11-01,10250.0,10350.0,10100.0,10200.0,143782
2021-11-02,10250.0,10800.0,10250.0,10550.0,425746
2021-11-03,10600.0,10650.0,10300.0,10350.0,190460
2021-11-04,10450.0,10550.0,10250.0,10300.0,161485
2021-11-05,10350.0,10400.0,10050.0,10150.0,211960
2021-11-08,10150.0,10200.0,9980.0,10150.0,209511
2021-11-09,10050.0,10300.0,9970.0,10050.0,248716
2021-11-10,10000.0,10000.0,9700.0,9750.0,341889
2021-11-11,9560.0,9960.0,9560.0,9790.0,205404
2021-11-12,9800.0,10100.0,9800.0,10050.0,165869
2021-11-15,10150.0,10450.0,10000.0,10350.0,302099
2021-11-16,10400.0,10400.0,10100.0,10150.0,164456
2021-11-17,10200.0,10200.0,10000.0,10050.0,134829
2021-11-18,10050.0,10100.0,9880.0,10100.0,182502
2021-11-19,10200.0,11200.0,10150.0,10950.0,2166418
2021-11-22,11100.0,12200.0,11000.0,11750.0,4730576
2021-11-23,11800.0,11850.0,11000.0,11550.0,1080229
2021-11-24,11550.0,12250.0,11200.0,11350.0,1738282
2021-11-25,11200.0,11600.0,10950.0,11150.0,562017
2021-11-26,11300.0,11650.0,10500.0,10550.0,865893
2021-11-29,9950.0,10350.0,9940.0,10100.0,612466
2021-11-30,10400.0,10400.0,9800.0,9840.0,644533
2021-12-01,9730.0,10050.0,9510.0,10000.0,474128
2021-12-02,9870.0,10200.0,9840.0,10000.0,257894
2021-12-03,10100.0,10150.0,9990.0,10100.0,215350
2021-12-06,10000.0,10200.0,9980.0,10100.0,220404
2021-12-07,10200.0,10400.0,10100.0,10150.0,297938
2021-12-08,10300.0,10900.0,10250.0,10350.0,743296
2021-12-09,10450.0,10550.0,10300.0,10400.0,260549
2021-12-10,10350.0,10550.0,10300.0,10350.0,221449
2021-12-13,10450.0,10750.0,10350.0,10600.0,341998
2021-12-14,10600.0,10650.0,10350.0,10400.0,273435
2021-12-15,10400.0,10400.0,10050.0,10150.0,396258
2021-12-16,10300.0,10500.0,10100.0,10150.0,232230
2021-12-17,10100.0,10200.0,10000.0,10150.0,191645
2021-12-20,10150.0,10200.0,10000.0,10050.0,212843
2021-12-21,10050.0,10100.0,9990.0,10100.0,220896
2021-12-22,10250.0,10250.0,9990.0,9990.0,254248
2021-12-23,10050.0,10100.0,9990.0,10000.0,160122
2021-12-24,10050.0,10250.0,10000.0,10050.0,270316
2021-12-27,10100.0,10250.0,10050.0,10100.0,242135
2021-12-28,10350.0,10700.0,10150.0,10150.0,630204
2021-12-29,10200.0,10350.0,10100.0,10300.0,250622
2021-12-30,10300.0,10600.0,10250.0,10450.0,324662
2022-01-04,10850.0,11000.0,10600.0,10700.0,524544
2022-01-05,10600.0,10650.0,10300.0,10400.0,391691
2022-01-06,10300.0,10500.0,10150.0,10450.0,295445
2022-01-07,10500.0,10850.0,10450.0,10800.0,516518
2022-01-10,10850.0,10850.0,10550.0,10600.0,268656
2022-01-11,10600.0,10750.0,10350.0,10700.0,274748
2022-01-12,10900.0,10900.0,10550.0,10750.0,433162
2022-01-13,10800.0,11350.0,10650.0,11000.0,831389
2022-01-14,10950.0,12100.0,10800.0,11600.0,4008455
2022-01-17,12050.0,12750.0,11750.0,11750.0,4523023
2022-01-18,11700.0,12500.0,11500.0,12250.0,3150339
2022-01-19,12800.0,12850.0,10950.0,11150.0,3479775
2022-01-20,11150.0,12100.0,10950.0,11950.0,2551208
2022-01-21,11750.0,11900.0,11500.0,11650.0,800666
2022-01-24,11500.0,11550.0,11050.0,11150.0,823859
2022-01-25,11200.0,11950.0,11150.0,11450.0,2054514
2022-01-26,11400.0,11800.0,11350.0,11600.0,913630
2022-01-27,11700.0,11750.0,11100.0,11150.0,817996
2022-01-28,11250.0,11600.0,11150.0,11500.0,747430
2022-02-03,11700.0,11750.0,11450.0,11550.0,613490
2022-02-04,11450.0,11650.0,11300.0,11500.0,548413
2022-02-07,11550.0,11600.0,11300.0,11350.0,315709
2022-02-08,11300.0,11400.0,10750.0,10900.0,633629
2022-02-09,11100.0,11150.0,10950.0,11000.0,227648
2022-02-10,11050.0,11100.0,10700.0,10750.0,313703
2022-02-11,10650.0,11050.0,10500.0,10550.0,322291
2022-02-14,10300.0,10400.0,10000.0,10100.0,465868
2022-02-15,10100.0,10250.0,9950.0,9990.0,346892
2022-02-16,10200.0,10400.0,10200.0,10350.0,261369
2022-02-17,10400.0,10500.0,10100.0,10250.0,334517
2022-02-18,10150.0,10350.0,10100.0,10300.0,242269
2022-02-21,10200.0,10300.0,10100.0,10250.0,161575
2022-02-22,10050.0,10300.0,10050.0,10100.0,238179
2022-02-23,10150.0,10200.0,10000.0,10150.0,221881
2022-02-24,10050.0,10100.0,9850.0,9880.0,422358
2022-02-25,10100.0,10150.0,9950.0,10000.0,265179
2022-02-28,10050.0,10150.0,9950.0,10000.0,183872
2022-03-02,10000.0,10100.0,9960.0,10050.0,155019
2022-03-03,10150.0,10250.0,10100.0,10200.0,146429
2022-03-04,10200.0,10250.0,10050.0,10050.0,168921
2022-03-07,10100.0,10100.0,9970.0,10000.0,132646
2022-03-08,9970.0,10050.0,9800.0,9980.0,165375
2022-03-10,10100.0,10200.0,9990.0,9990.0,206043
2022-03-11,9990.0,10050.0,9980.0,9990.0,144936
2022-03-14,9990.0,10050.0,9900.0,9930.0,237067
2022-03-15,9930.0,9970.0,9850.0,9850.0,180357
2022-03-16,9960.0,9970.0,9860.0,9920.0,101412
2022-03-17,10050.0,10750.0,9980.0,10400.0,1229391
2022-03-18,10450.0,10500.0,10200.0,10300.0,220956
2022-03-21,10450.0,10700.0,10300.0,10550.0,472239
2022-03-22,10600.0,10650.0,10450.0,10500.0,194791
2022-03-23,10550.0,10650.0,10300.0,10350.0,264288
2022-03-24,10250.0,10450.0,10200.0,10400.0,150746
2022-03-25,10450.0,10450.0,10200.0,10350.0,226624
2022-03-28,10250.0,10350.0,10150.0,10200.0,195659
2022-03-29,10250.0,10400.0,10200.0,10300.0,189300
2022-03-30,10400.0,10450.0,10200.0,10250.0,176165
2022-03-31,10300.0,10850.0,10300.0,10750.0,873709
2022-04-01,10650.0,10900.0,10500.0,10700.0,341204
2022-04-04,10650.0,11250.0,10550.0,10900.0,968296
2022-04-05,10800.0,10900.0,10650.0,10750.0,245523
2022-04-06,10650.0,10700.0,10450.0,10500.0,231865
2022-04-07,10400.0,10500.0,10200.0,10250.0,260663
