Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,42725.13896993198,30926.136363636364,2.793906340888954,-3403.409090909091,0.9557202462820241,0.52
ARIMA,708732.103648385,683460.3161163367,61.96455364463691,-683460.3161163367,-11.184352077469006,0.52
Existing RF,42360.02524920952,31335.917994085296,2.841398445400285,1834.7364661164577,0.9564738104227347,0.5428571428571428
Extended RF,43405.34386042185,31076.91026101351,2.7993877369113473,-7557.582091842447,0.9542991128361337,0.5257142857142857
Extended ANN,48518.38398281739,35178.84427715431,3.1818002817666495,6772.4434780803595,0.9428980573934578,0.49142857142857144
Sentiment Only (LR),42630.589560575965,31259.46412571254,2.828001193700424,73.84249633503681,0.9559160088810954,0.48
Hybrid RF+NSI,43213.156406742244,30943.075894719852,2.788055990536941,-7463.411433056113,0.9547029199089123,0.5371428571428571
