Company,Model,rmse,mae,mape,mbe,r2,direction_accuracy
samsung_electronics,Benchmark,9037.05335456936,7153.333333333333,3.7670201047296223,-1120.0,0.4802430630836274,0.5
samsung_electronics,Benchmark + 심리지수 결합모델,13072.238240389412,10567.8595675497,5.6960289013314815,3900.9555218807113,-0.087543182095986,0.5
samsung_electronics,ARIMA,16482.369309273745,13302.627824094428,6.718877614585569,-10580.305865600323,-0.7289637321899205,0.42857142857142855
samsung_electronics,ARIMA + 심리지수 결합모델,15278.602958462136,12847.680026388169,6.921678801369434,5244.2282598026095,-0.48564105318635,0.5
samsung_electronics,Existing RF,10265.948509640944,8399.358941626035,4.513534577768274,4946.484000586437,0.32927458175737623,0.5
samsung_electronics,Existing RF + 심리지수 결합모델,13251.527893414244,10761.343162727231,5.800155635041157,4017.1942335507524,-0.11757971854316418,0.5
samsung_electronics,Extended RF,10412.518435539821,8458.213178157199,4.55811064968543,5332.089794380378,0.30998557754557965,0.5
samsung_electronics,Existing ANN,9480.959917985483,7880.480909744899,4.161386317121767,-1668.9181284109752,0.42792730064261464,0.5714285714285714
samsung_electronics,Existing ANN + 심리지수 결합모델,13111.969350292098,10619.944717843582,5.7260825662779204,3818.0539784808952,-0.09416407761360945,0.5
samsung_electronics,Extended ANN,8998.478794515097,7187.043511867523,3.794082539494967,-627.5754761695862,0.48467074633024376,0.5
sk_hynix,Benchmark,55095.37185644544,45625.0,4.867833036612331,-9375.0,0.6473281895371354,0.4
sk_hynix,Benchmark + 심리지수 결합모델,89523.85218320775,74845.5261379811,8.047582171486797,19550.624086565804,0.06885346167475492,0.5333333333333333
sk_hynix,ARIMA,120858.09686169478,93021.04733436147,9.153263398651465,-77145.54613001409,-0.6970397401688022,0.5333333333333333
sk_hynix,ARIMA + 심리지수 결합모델,109950.69013164009,88430.69642681908,9.768148898270903,52921.24796763342,-0.40454749464291284,0.4666666666666667
sk_hynix,Existing RF,58049.66232061084,47939.67775088762,5.152266895630507,-2701.1362717574593,0.6084926627348629,0.4666666666666667
sk_hynix,Existing RF + 심리지수 결합모델,93877.90603799719,78776.27645309642,8.477277174889247,21583.270253397524,-0.023922999164589953,0.5333333333333333
sk_hynix,Extended RF,57883.72983083962,48988.813762193895,5.19622850738118,-9182.81649022187,0.6107276779453561,0.6
sk_hynix,Existing ANN,55503.71394535514,47086.43515408039,4.937230424311506,-16263.282679021358,0.6420811275677252,0.4666666666666667
sk_hynix,Existing ANN + 심리지수 결합모델,89350.50722386871,74479.49072722578,8.001873768831178,19314.6342068105,0.07245592708025372,0.5333333333333333
sk_hynix,Extended ANN,115175.9990851666,100654.37215194106,10.230366755626633,-100654.37215194106,-0.541219469049937,0.4
wonik_ips,Benchmark,5547.191481581768,4646.666666666667,3.977183853708113,846.6666666666666,0.06028339916120362,0.5714285714285714
wonik_ips,Benchmark + 심리지수 결합모델,7326.237242161794,5672.3313776257755,4.990083991035423,4809.190270751653,-0.6391267598977495,0.5714285714285714
wonik_ips,ARIMA,7651.38189587354,6193.202611874114,5.114046174786205,-5078.840341012797,-0.7878469680107507,0.7857142857142857
wonik_ips,ARIMA + 심리지수 결합모델,13195.43754975189,11939.501988424361,10.389258714282402,11646.421011333789,-4.317385850281022,0.5
wonik_ips,Existing RF,9072.1074560314,8030.139071135243,6.905555706034744,6965.184301504149,-1.5134309324620454,0.42857142857142855
wonik_ips,Existing RF + 심리지수 결합모델,7703.075278063307,6018.031670546221,5.286422637070929,5047.012859877261,-0.8120862638801492,0.5714285714285714
wonik_ips,Extended RF,11248.243031226235,8784.343377639474,7.691332471526291,8357.089238560462,-2.8638474069443864,0.5
wonik_ips,Existing ANN,6453.891241551669,5388.948481082916,4.583904486053928,999.0124924977621,-0.2720197938976754,0.21428571428571427
wonik_ips,Existing ANN + 심리지수 결합모델,7478.382056359047,5797.290182929486,5.09758767978812,4873.086321533596,-0.7079135402766696,0.5714285714285714
wonik_ips,Extended ANN,5453.574991311132,4510.269311269124,3.864435038197176,492.24225997924805,0.09173377827311102,0.5714285714285714
dongjin_semichem,Benchmark,2440.218569445505,1960.0,4.11506127601504,-273.3333333333333,0.1392032586662726,0.5714285714285714
dongjin_semichem,Benchmark + 심리지수 결합모델,3781.6005190373726,3317.5322523680825,7.21192361310338,2823.200668679178,-1.0672569310947169,0.35714285714285715
dongjin_semichem,ARIMA,3226.3647412777646,2239.8428292869526,4.544262484886178,-1312.8346313432173,-0.5047698630204185,0.7142857142857143
dongjin_semichem,ARIMA + 심리지수 결합모델,3259.75327476165,2432.9022212387526,5.030238265695596,-409.87313310108146,-0.5360757021660256,0.5
dongjin_semichem,Existing RF,2226.1687495790457,1802.253330540061,3.8201818172489084,158.69784093793473,0.28359382134482647,0.42857142857142855
dongjin_semichem,Existing RF + 심리지수 결합모델,3813.2189525301887,3362.8509528181826,7.309743561338953,2897.8338830657303,-1.1019706356940064,0.35714285714285715
dongjin_semichem,Extended RF,2200.6120962960467,1719.6551019143983,3.621705258740694,-327.6008740118297,0.29994824192512626,0.7142857142857143
dongjin_semichem,Existing ANN,2435.87861113455,1990.5044237772624,4.189090939615129,-129.23428376515707,0.14226241075698687,0.42857142857142855
dongjin_semichem,Existing ANN + 심리지수 결합모델,3691.829321351819,3219.859559645721,7.00074592836972,2717.1982482967587,-0.970272920398745,0.35714285714285715
dongjin_semichem,Extended ANN,2439.2731472155147,1969.2751387755077,4.137519789038578,-224.11459485689798,0.13987013231039347,0.35714285714285715
hanwha_aerospace,Benchmark,53362.90846646198,45066.666666666664,3.1991317802483,-12533.333333333334,0.5959587678795071,0.5
hanwha_aerospace,Benchmark + 심리지수 결합모델,58189.77784113739,48930.594427140924,3.434201084886295,-27188.85142105557,0.5195589573349915,0.5
hanwha_aerospace,ARIMA,340346.16085589665,329511.166274809,22.843504054532023,-329511.166274809,-15.435707916929914,0.5
hanwha_aerospace,ARIMA + 심리지수 결합모델,69740.98571728985,53910.19142433852,3.9264332520359915,22440.501195205747,0.3098827781709357,0.42857142857142855
hanwha_aerospace,Existing RF,66601.83937717004,54779.239692514406,3.817634485123398,-41168.47919287143,0.37061099836731903,0.5714285714285714
hanwha_aerospace,Existing RF + 심리지수 결합모델,62958.41431797737,52688.5157122165,3.666097946558703,-36946.05222577428,0.43758840587968106,0.5714285714285714
hanwha_aerospace,Extended RF,67536.24158911464,55337.930885440095,3.8646962457479144,-43906.217415793195,0.35282686734749946,0.5
hanwha_aerospace,Existing ANN,53530.934359520055,45044.882464408875,3.1964393144534524,-13784.382820129395,0.5934103208847461,0.42857142857142855
hanwha_aerospace,Existing ANN + 심리지수 결합모델,61771.20316519355,52908.01697458662,3.6983433499025775,-32526.294920017197,0.45859928677019635,0.5
hanwha_aerospace,Extended ANN,52930.115239012164,45165.16667207082,3.208964603433146,-9972.595699628195,0.6024860430284904,0.5
lig_nex1,Benchmark,64954.856118178985,44733.333333333336,5.771022691966991,-19533.333333333332,0.49883592017738354,0.42857142857142855
lig_nex1,Benchmark + 심리지수 결합모델,64353.40841155334,50297.977751304956,6.433374486031153,-22207.39841982151,0.5080739815270607,0.5
lig_nex1,ARIMA,365260.0517728389,353306.29832036345,43.0419793398418,-353306.29832036345,-14.847510146630144,0.42857142857142855
lig_nex1,ARIMA + 심리지수 결합모델,60595.08326635984,45104.46102919678,5.890920885200025,-3930.6870905548335,0.5638544366419367,0.5714285714285714
lig_nex1,Existing RF,100917.6615456081,81705.93994356784,9.957277326763583,-79452.75410250686,-0.20973722028435726,0.42857142857142855
lig_nex1,Existing RF + 심리지수 결합모델,85373.62549424257,71380.34316364278,8.784057494633485,-58780.0750670895,0.13422680590380298,0.42857142857142855
lig_nex1,Extended RF,107585.15287550715,91036.56395069376,11.083763061199333,-89420.75686502193,-0.37486915417083977,0.42857142857142855
lig_nex1,Existing ANN,71210.93253704312,53384.39430793127,6.822180155727282,-18505.810177326202,0.39764845033315177,0.5
lig_nex1,Existing ANN + 심리지수 결합모델,72853.67761263519,61144.96657592865,7.630202184135307,-32478.747879560167,0.36953694072468535,0.42857142857142855
lig_nex1,Extended ANN,66615.20435715815,47828.201814492546,6.2131025853565305,-7227.800349394481,0.4728873790529844,0.42857142857142855
snt_dynamics,Benchmark,1913.4610874886725,1466.6666666666667,2.8344717102982515,-526.6666666666666,0.4353570143422608,0.5
snt_dynamics,Benchmark + 심리지수 결합모델,1739.2971840916684,1353.3574429371704,2.6168330299284324,-387.47355026969063,0.5334671215870239,0.7857142857142857
snt_dynamics,ARIMA,4677.698179954958,4144.01253201331,8.264806244478045,3917.958528849761,-2.374419410284366,0.6428571428571429
snt_dynamics,ARIMA + 심리지수 결합모델,9413.870676165407,8232.007643885352,15.629945723765115,-8232.007643885352,-12.666934833840582,0.5
snt_dynamics,Existing RF,1765.6481062552987,1407.7701811155503,2.7257778270357016,-4.759706081095404,0.5192237852583783,0.42857142857142855
snt_dynamics,Existing RF + 심리지수 결합모델,1678.2457038277325,1312.0071902044738,2.5290023500456673,-282.8542596301995,0.5656440689225968,0.7142857142857143
snt_dynamics,Extended RF,1686.7635518831084,1333.2233575390471,2.578834928418441,-222.26609542903654,0.5612237783434967,0.5
snt_dynamics,Existing ANN,1893.2382609895542,1481.5195433298748,2.8596414676617066,-445.64507325490314,0.44722904751841597,0.5
snt_dynamics,Existing ANN + 심리지수 결합모델,1768.1832622060085,1337.85968303817,2.5867402374201496,-516.5682101409571,0.5178421762074514,0.7142857142857143
snt_dynamics,Extended ANN,1889.984515827371,1469.6301921208699,2.839827855181296,-443.8739840189616,0.44912741427020675,0.5
firstec,Benchmark,964.9801379648529,681.3333333333334,7.654580019060892,-336.0,0.7216236620086591,0.5714285714285714
firstec,Benchmark + 심리지수 결합모델,1456.1001300848993,971.713778996391,9.671919002815867,-712.1493114832267,0.3661623248962468,0.5714285714285714
firstec,ARIMA,4396.228641918435,3969.2446300552206,44.49406959506037,-3969.2446300552206,-4.777714947165138,0.5714285714285714
firstec,ARIMA + 심리지수 결합모델,2016.2305982198131,1302.0069163383391,12.8223562674183,-919.1567717013046,-0.21527893792101604,0.6428571428571429
firstec,Existing RF,955.2606609287321,724.37751143609,8.26778382873895,-385.6062114333487,0.7272031475876103,0.5
firstec,Existing RF + 심리지수 결합모델,1394.9150971422043,974.8255625194055,9.843362721553623,-661.3471198733838,0.4183106427155817,0.5714285714285714
firstec,Extended RF,988.1304683616721,759.2034681089335,8.531320211578976,-445.70466583462024,0.7081066842055466,0.5
firstec,Existing ANN,1050.5636719550125,707.6162744363149,7.625780075330771,-526.678192615509,0.6700559305198348,0.5714285714285714
firstec,Existing ANN + 심리지수 결합모델,1521.5861850569454,984.5872966474293,9.687052240329228,-767.8850123911085,0.30786839398105725,0.5714285714285714
firstec,Extended ANN,977.1441520693711,686.3101158539454,7.664844736079271,-377.27628767490387,0.71456130766904,0.5714285714285714
