Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,1204.2434732719119,835.2502662406815,2.350236543074605,-19.488817891373802,0.9687791460058842,0.535181236673774
ARIMA,7116.092511375743,5778.966986155485,18.14413583607965,2046.6986155484558,-0.09018285238430934,0.5149253731343284
Existing RF,1269.1743665705485,917.3395636769194,2.629142192491907,-45.80907629271812,0.9653216232866231,0.5149253731343284
Extended RF,1400.2735424908637,979.2409359770011,2.7270698654383927,-288.2536659897981,0.9577874155920352,0.5202558635394456
Extended ANN,1950.957414839336,1342.8937018933261,4.409296939557338,773.6298744734357,0.9180570196868871,0.4690831556503198
Sentiment Only (LR),1205.3866138582591,840.353007307176,2.3666760849107282,37.780526296768755,0.9687198444350612,0.464818763326226
Hybrid RF+NSI,1438.803337998072,1021.0919385260257,2.84189135635009,-339.51313340166655,0.9554324203554649,0.5149253731343284
