Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,5585.991904358219,3223.8888888888887,3.8118157482506563,-520.0,0.9686420158135185,0.4748603351955307
ARIMA,54148.58890641155,44073.61111111111,51.95951135824484,-44011.38888888889,-1.946604311290764,0.46368715083798884
Existing RF,5527.610897975833,3298.256543188167,4.005278101116993,-590.5449709976747,0.9692940554267876,0.4860335195530726
Extended RF,5723.905056502371,3404.444271120063,4.139623484643465,-1290.475359574981,0.9670745002339941,0.45251396648044695
Extended ANN,6198.739891256386,3375.0552257233194,3.913673088746809,-810.1161853472391,0.9613851493923642,0.5139664804469274
