Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,3.8808267028469428,3.0049466368972597,1.6464055694209154,-0.0964516260290657,0.7192711837307987,0.4864864864864865
ARIMA,38.54455723916262,37.417479986407535,20.422248096807703,-37.417479986407535,-26.69265640549975,0.4864864864864865
Existing RF,6.1790265423050785,5.248043009375291,2.859415382121196,-4.483390354859175,0.28833006990013965,0.4702702702702703
Extended RF,7.231842802539833,6.338085334601032,3.458797242075136,-5.912484268699568,0.025153022730009855,0.4918918918918919
Extended ANN,3.8836774609090163,3.0000517480282864,1.64472682701376,0.12421265677080717,0.7188585995398498,0.5081081081081081
Sentiment Only (LR),3.91725134802464,3.0136660747316655,1.6539672731716668,0.49282234192227153,0.7139767270135864,0.5135135135135135
Hybrid RF+NSI,8.224268419761353,7.357338037169847,4.017790036109654,-7.19047226465337,-0.2607618156974978,0.4864864864864865
