Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,5560.113338340823,3469.27374301676,2.5120459146624325,-803.9106145251396,0.9855882245452797,0.398876404494382
ARIMA,78629.14313941103,63540.78212290503,44.68274776887719,-63540.78212290503,-1.8821546741966473,0.398876404494382
Existing RF,7668.168535442212,5360.180816222091,3.813898339106002,-4409.962369408517,0.9725884560959224,0.4157303370786517
Extended RF,7314.8867285587,5081.358314014345,3.6209391181933044,-4097.129017151635,0.9750560395665708,0.42696629213483145
Extended ANN,5610.098096775035,3505.336808908585,2.531589614547432,-1076.626422202121,0.9853279395161573,0.4887640449438202
