Company,Model,rmse,mae,mape,mbe,r2,direction_accuracy
lig_nex1,Benchmark,64954.856118178985,44733.333333333336,5.771022691966991,-19533.333333333332,0.49883592017738354,0.42857142857142855
lig_nex1,Benchmark + 심리지수 결합모델,64353.408411553384,50297.97775130545,6.43337448603121,-22207.398419822504,0.5080739815270601,0.5
lig_nex1,ARIMA,365260.05177344807,353306.29832099716,43.04197933992172,-353306.29832099716,-14.847510146683,0.42857142857142855
lig_nex1,ARIMA + 심리지수 결합모델,60595.0832663569,45104.46102918635,5.890920885198942,-3930.6870905364553,0.5638544366419789,0.5714285714285714
lig_nex1,Existing RF,100900.79816059915,81665.90400832688,9.952088514546027,-79434.53295130562,-0.20933295883504544,0.42857142857142855
lig_nex1,Existing RF + 심리지수 결합모델,85349.86276689793,71360.96333307376,8.781546112042466,-58774.34198866089,0.13470869405349495,0.42857142857142855
lig_nex1,Extended RF,107453.5369650986,90893.73437144443,11.066721973000995,-89259.19532794335,-0.37150727822812124,0.42857142857142855
lig_nex1,Extended RF + 심리지수 결합모델,73665.1646336821,57915.58222552414,7.275838164789489,-39799.52552530045,0.3554137851788698,0.42857142857142855
lig_nex1,Existing ANN,106715.1811778425,79346.17215792339,10.219456080626689,28187.932872772217,-0.3527236966051335,0.5
lig_nex1,Existing ANN + 심리지수 결합모델,86741.31922225001,75108.96857953725,9.44508904206165,-18376.687064544283,0.10626507042885502,0.42857142857142855
lig_nex1,Extended ANN,64695.76375471191,44533.21314652761,5.752443925566785,-18506.444319089253,0.5028260396176558,0.5714285714285714
lig_nex1,Extended ANN + 심리지수 결합모델,64296.466458285446,50176.61803978383,6.42043685151331,-22002.515142443775,0.5089441401225738,0.5
