Model,rmse,mae,mape,mbe,r2,direction_accuracy
Benchmark,33619.66869118474,22430.167597765365,3.352471363663617,-4843.575418994414,0.9831755691172052,0.4157303370786517
ARIMA,484547.8483271139,409396.64804469276,59.708163128032545,-409396.64804469276,-2.49483649721596,0.4157303370786517
Existing RF,39887.25504871907,28621.459748541998,4.350354520466167,-20773.115434003397,0.9763178120211857,0.42134831460674155
Extended RF,38239.98648464728,27021.5016306388,4.0790626402268435,-17638.93078745083,0.9782334808168033,0.42134831460674155
Extended ANN,35722.676843260495,23529.380014488816,3.441952885149665,-8688.799244731497,0.9810049030978794,0.5337078651685393
